,address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,earningsGrowth,revenueGrowth,operatingMargins,financialCurrency,trailingPegRatio
0,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Luis Felix Cardamone Neto', 'title': 'Chief Executive Officer & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
1,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Carlos Andre Hermesindo da Silva', 'title': 'Controller, CFO and Finance, Risks, Compliance Officer & Member of Exe. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
2,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Flavio Pentagna Guimaraes Neto', 'title': 'Executive Vice President, Investor Relations Officer & Member of the Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
3,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Felice Italo Napolitano', 'title': 'Director & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
4,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Ms. Luciana Buchmann Freire', 'age': 57, 'title': 'Director & Member of the Executive Board', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
5,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Roberto Fonseca Simoes Filho', 'title': 'Director & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
6,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Eduardo Josef Wigman', 'title': 'Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
7,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Edilson Pereira Jardim', 'title': 'Member of the Executive Board & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
8,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Joao Guilherme de Andrade So Consiglio', 'age': 55, 'title': 'Executive VP & Member of Executive Board', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
9,Av. Presidente Juscelino Kubitsche,"1830,Tower 2 - 10th floor Vila Nova Conceicao",São Paulo,SP,04543-900,Brazil,55 80 0979 9099,https://www.bancobmg.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Banco BMG S.A. provides commercial and credit, financing, and investment products and services primarily in Brazil. It operates in two segments, Retail Banking and Wholesale Banking. The company offers digital accounts; payroll, digital account, benefit, and other credit cards; payroll and personal loan, and loan with guarantee; insurance products, including lender, life, and FGTS protected insurance; and Bmg chip, as well as digital banking services. It also provides investment products, such as bank deposit certificates, agribusiness letter of credit, and letters of real estate credit. The company was formerly known as BMG Financeira S.A.Crédito, Financiamento e Investimento and changed its name to Banco BMG S.A. in April 1989. Banco BMG S.A. was founded in 1930 and is headquartered in São Paulo, Brazil. Banco BMG S.A. operates as a subsidiary of Grupo BMG S.A.","{'maxAge': 1, 'name': 'Mr. Ricardo Tadashi Takeyama', 'title': 'Director & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.55,3.54,3.44,3.54,3.55,3.54,3.44,3.54,0.34,0.0946,1721692800,0.6711,1.305,6.1785717,4.435898,414500,414500,505741,475830,475830,3.45,3.46,2017193984,2.26,4.28,0.96602756,3.3774,3.2416,BRL,9358317568,0.15630001,117074512,210308000,0.44574,0.07577,583004032,7.214,0.47962296,1703980800,1735603200,1711843200,1.517,326376992,0.56,0.78,4.482,0.29562044,0.21656322,0.084,1721692800,SAO,EQUITY,BMGB4.SA,BMGB4.SA,BANCO BMG   PN      N1,Banco BMG S.A.,1575032400,America/Sao_Paulo,BRT,cca1e382-b9c9-36ec-be18-c1a918eaf881,finmb_20464416,-10800000,3.46,3.4,3.4,3.4,3.4,3.0,hold,1,2065955968,3.545,9324931072,2088132992,3.581,0.0077600004,0.08392,405390016,1.516,0.002,0.34972,BRL,
